id,title,date,actors,audits,director,description,poster_url,average,genre,like_users,poster2_url
,벽 속에 숨은 마법시계,20181031,"['잭 블랙', '케이트 블란쳇', '오웬 바카로']",전체관람가,일라이 로스,"부모님을 잃고 혼자가 된 ‘루이스’는 유일한 혈육인 삼촌 ‘조나단’(잭 블랙)을 찾아가고 그와 함께 살게 된다. ‘조나단’의 오랜 친구이자 이웃사촌인 ‘플로렌스’(케이트 블란쳇) 또한 ‘루이스’를 반갑게 맞아주지만 ‘루이스’는 어딘가 미스터리한 이 집에서의 생활이 두렵다. 한편, 매일 밤 무언가를 찾아 집을 돌아다니는 ‘조나단’은 자신을 수상하게 여기는 ‘루이스’에게 결국 자신과 ‘플로렌스’가 마법사임을 고백하고, 모든 것이 살아 움직이는 미스터리한 이 집에 숨겨진 비밀스러운 시계의 존재를 알려준다. 집 안을 채우는 종소리가 사라지기 전, 시계를 찾아 세상을 집어 삼키려는 저주를 풀어야만 하는 ‘조나단’과 ‘플로렌스’! 하지만 이들을 도우려던 ‘루이스’로 인해 깨어나선 안될 존재까지 눈을 뜨고 마는데...  과연 세 사람은 비밀의 시계를 찾아 위기에 빠진 세상을 구할 수 있을까?",https://image.tmdb.org/t/p/w500/9PAeOXK3J5U696ynEo7YtG9XelJ.jpg,0,판타지,,https://image.tmdb.org/t/p/w500/meyZ0ZZLLNaKIrvbmVpuXzZ11sD.jpg
,할로윈,20181031,"['제이미 리 커티스', '주디 그리어', '윌 패튼']",청소년관람불가,데이빗 고든 그린,"할로윈을 앞둔 밤, 친구의 몸을 빌린 진짜 할로윈 위치가 나타나는 이야기의 공포 영화",https://image.tmdb.org/t/p/w500/3Y2AixJFFeHMrCavmQ5lSqfzagJ.jpg,0,공포(호러),,https://image.tmdb.org/t/p/w500/QodZW5b5LMSmyqjvbzIWaDUZVH.jpg
,암수살인,20181003,"['김윤석', '주지훈', '문정희']",15세이상관람가,김태균,"“일곱, 총 일곱 명 입니다. 제가 죽인 사람들예.”  수감된 살인범 강태오(주지훈)는 형사 김형민(김윤석)에게 추가 살인을 자백한다.  형사의 직감으로 자백이 사실임을 확신하게 된 형민은, 태오가 적어준 7개의 살인 리스트를 믿고 수사에 들어간다.  “이거 못 믿으면 수사 못한다. 일단 무조건 믿고, 끝까지 의심하자.”  태오의 추가 살인은 세상에 알려지지 않은 암수사건.  형민은 태오가 거짓과 진실을 교묘히 뒤섞고 있다는 걸 알게 되지만 수사를 포기하지 않는다.  그러나 다가오는 공소시효와 부족한 증거로 인해 수사는 난항을 겪게 되는데..",https://image.tmdb.org/t/p/w500/j2DhCOOfTv3xCLELreArzea9tRJ.jpg,0,범죄,,https://image.tmdb.org/t/p/w500/9p0vq4f44SioluXmb6JhuS3Gi6t.jpg
,미쓰백,20181011,"['한지민', '김시아', '이희준']",15세이상관람가,이지원,"스스로를 지키려다 어린 나이에 전과자가 되어 외롭게 살아가던 ‘백상아’  누구도 믿지 않고 아무것도 마음에 두지 않던 어느 날, 나이에 비해 작고 깡마른 몸, 홑겹 옷을 입은 채 가혹한 현실에서 탈출하려는 아이 ‘지은’을 만나게 된다. 왠지 자신과 닮은 듯한 아이 ‘지은’을 외면할 수 없는 ‘상아’는  ‘지은’을 구하기 위해 세상과 맞서기로 결심하는데…  “이런 나라도, 같이 갈래?”",https://image.tmdb.org/t/p/w500/6Q7fM0ck44q8ptkkBF3DUUafBDA.jpg,0,드라마,,https://image.tmdb.org/t/p/w500/9peOXkdBBgrF2tXEgziMSol2EdF.jpg
,스타 이즈 본,20181009,"['브래들리 쿠퍼', '레이디 가가', '샘 엘리엇']",15세이상관람가,브래들리 쿠퍼,"노래에 놀라운 재능을 가졌지만 외모에는 자신이 없는 무명가수 앨리(레이디 가가)는 공연을 하던 바에서 우연히 술을 마시러 온 톱스타 잭슨 메인(브래들리 쿠퍼)을 만나게 된다. 앨리의 매력에 빠지게 된 잭슨은 앨리에게 자신의 삶에 대해 말해주고, 앨리는 그런 잭슨에게 즉석에서 노래를 만들어준다. 다음 날 잭슨은 자신의 공연에 앨리를 불러 관중 앞에서 노래를 부를 기회를 주고, 순식간에 앨리는 유명해진다. 잭슨의 도움으로 앨리는 자기 안의 열정을 폭발시키며 최고의 스타로 거듭나지만, 잭슨은 어린 시절의 상처와 예술가적 고뇌 속에서 점점 무너져가는데...",https://image.tmdb.org/t/p/w500/gQJm9QkcEXZBK4Pw3BUmvsDxc3D.jpg,0,드라마,,https://image.tmdb.org/t/p/w500/wqtaHWOEZ3rXDJ8c6ZZShulbo18.jpg
,폴란드로 간 아이들,20181031,"['이송', '강동완', '김나영']",전체관람가,추상미,"1951년, 한국전쟁 고아 1,500명이 비밀리에 폴란드로 보내졌다. 폴란드 선생님들은 말도 통하지 않는 아이들을 사랑으로 품었고, 아이들도 선생님을 '마마', '파파'라 부르며 새로운 가족으로 받아들인다. 그러나 8년 후, 아이들은 갑작스러운 송환 명령을 받게 되는데… 2018년, 아이들의 생사조차 알 수 없는 지금까지도 폴란드 선생님들은 아이들을 그리워하며 눈물을 흘린다. 역사 속 어디에도 기록되지 않았지만, 가슴에 남아있는 위대한 사랑의 발자취를 따라 추상미 감독과 탈북소녀 이송, 남과 북 두 여자가 함께 떠나는 특별한 여정이 시작된다!",https://image.tmdb.org/t/p/w500/Aqbv4B64VyCvNlf38Y65bHNt2lU.jpg,0,다큐멘터리,,https://image.tmdb.org/t/p/w500/Aqbv4B64VyCvNlf38Y65bHNt2lU.jp
,너의 결혼식,20180822,"['박보영', '김영광', '강기영']",12세이상관람가,이석근,"고3 여름, 전학생 ‘승희’(박보영)를 보고 첫눈에 반한 ‘우연’(김영광). 승희를 졸졸 쫓아다닌 끝에 마침내 공식커플로 거듭나려던 그때! 잘 지내라는 전화 한 통만 남긴 채 승희는 사라져버리고, 우연의 첫사랑은 그렇게 막을 내리는 듯했다. 1년 뒤, 승희의 흔적을 쫓아 끈질긴 노력으로 같은 대학에 합격한 우연. 그런데 그의 앞을 가로막은 건… 다름 아닌 그녀의 남.자.친.구!",https://image.tmdb.org/t/p/w500/oOzH5nyyHMMDlwOAupnn4itIgCL.jpg,0,멜로/로맨스,,https://image.tmdb.org/t/p/w500/kQVYVRF9OAJOTJNniyC7SAavWHW.jpg
,서치,20180829,"['존 조', '데브라 메싱']",12세이상관람가,아니쉬 차간티,"목요일 저녁, 딸 마고에게 걸려온 부재중 전화 3통. 아빠 데이빗은 그 후 연락이 닿지 않는 딸이 실종됐음을 알게된다. 경찰의 조사는 본격적으로 시작되지만 결정적인 단서들이 나오지 않는 가운데, 실종된 날 밤 마고가 향하던 곳이 밝혀지며 새로운 사실들이 발견된다. 사건의 실마리를 찾은 곳은 다름 아닌 딸 마고의 노트북! 구글, 유튜브, 페이스북 등 SNS에서 상상조차하지 못한 딸의 진실이 펼쳐지는데…",https://image.tmdb.org/t/p/w500/7TgR6Ipwnvu8AjxAm2gPpaqediA.jpg,0,드라마,,https://image.tmdb.org/t/p/w500/ceIrH4VVtXz4NZwnC0iw32QCD6A.jpg
,상류사회,20180829,"['신현숙', '박해일', '수애']",청소년관람불가,변혁,"학생들에게 인기와 존경을 동시에 받는 경제학 교수 ‘태준’(박해일)은 우연한 기회를 통해 촉망받는 정치 신인으로 국회의원 선거에 출마하게 된다. 한편 그의 아내이자 미래미술관의 부관장 ‘수연’(수애)은 재개관전을 통해 관장 자리에 오르려 한다. 그러나 ‘수연’의 미술품 거래와 ‘태준’의 선거 출마 뒤에 미래그룹과 민국당의 어두운 거래가 있었다는 것이 밝혀지고 두 사람은 완벽한 상류사회 입성을 눈앞에 두고 위기에 처한다. 이 기회를 절대 놓칠 수 없는 ‘태준’과 ‘수연’ 부부는 민국당과 미래그룹에게 새로운 거래를 제안하게 되는데... 가장 아름답지만 가장 추악한 곳, 그곳으로 들어간다!",https://image.tmdb.org/t/p/w500/zJiLAOm3aKZJ2dGGU0YkFoz07QH.jpg,0,드라마,,https://image.tmdb.org/t/p/w500/jHrMfDXIvK73n239R2hAGRTFN0R.jpg
,신과함께-인과 연,20180801,"['하정우', '주지훈', '김향기']",12세이상관람가,김용화,"천 년 동안 48명의 망자를 환생시킨 저승 삼차사, 한 명만 더 환생시키면 그들도 새로운 삶을 얻을 수 있다. 하지만 강림(하정우)은 원귀였던 수홍(김동욱)을 자신들의 마지막 귀인으로 정한다. 저승법 상 원귀는 소멸되어야하나 염라대왕(이정재)은 새로운 조건을 내걸며 강림의 제안을 수락한다. 염라의 조건은 성주신(마동석)이 버티고 있어 저승 차사들이 가는 족족 실패하는 허춘삼 노인을 수홍의 재판이 끝나기 전까지 저승으로 데려오는 것.  허춘삼을 데리러 이승으로 내려간 해원맥(주지훈)과 덕춘(김향기), 하지만 성주신의 막강한 힘 앞에 속수무책으로 당하기만 하는데...",https://image.tmdb.org/t/p/w500/2ETx0U2Q5gUHtPJZiQ3hakTqyaR.jpg,0,판타지,,https://image.tmdb.org/t/p/w500/ul4WiN9EJxsMokdg7z4Y6iisvHS.jpg
,목격자,20180815,"['이성민', '김상호', '진경']",15세이상관람가,조규장,"“살려주세요!”  모두가 잠든 새벽, 비명소리를 듣고  베란다에 나간 ‘상훈’(이성민)은 살인사건을 목격하게 된다.  신고를 하려던 순간, 손가락을 까딱거리며  자신의 아파트 층수를 세는 범인 ‘태호’(곽시양)와 눈이 마주치게 되는데…",https://image.tmdb.org/t/p/w500/g19rot2PyNKuldAD1IrMic1lYua.jpg,0,스릴러,,https://image.tmdb.org/t/p/w500/wU57MNkOTtCvLgEfJzTUIGFdvbc.jpg
,맘마미아!2,20180808,"['아만다 사이프리드', '릴리 제임스', '메릴 스트립']",12세이상관람가,올 파커,"스카이(도미닉 쿠퍼)와의 행복한 여행이 끝나고, 마침내 그리스 칼로카이리 섬으로 돌아온 소피(아만다 사이프리드). 그녀는 엄마 도나(메릴 스트립)가 운영하던 호텔의 재개장을 준비하며 홀로서기를 결심한다.  소피를 도와주기 위해 찾아온 도나의 오랜 친구 타냐와 로지, 그리고 그녀의 사랑스러운 세 아빠들(?) 샘, 해리, 빌까지! 소피는 이들과 소중한 시간을 함께 보내며, 한 번도 들은 적 없던 도나의 찬란했던 20대 추억을 들여다보게 된다. 그리고 그들 앞에 뜻밖의 손님, 할머니 루비 셰리던(셰어)이 찾아오고, 영원히 잊지 못할 한여름 밤의 파티가 시작되는데...",https://image.tmdb.org/t/p/w500/Uta7yiLROAKSTD0La9nX2U1lPC.jpg,0,뮤지컬,,https://image.tmdb.org/t/p/w500/8HKwxHZ23sW8wz4yb28IWnAM1M6.jpg
